iter	Passed	Remaining
709	1001	408
710	1003	407
711	1004	406
712	1005	404
713	1006	403
714	1008	401
715	1010	400
716	1011	399
717	1012	397
718	1013	396
719	1014	394
720	1016	393
721	1018	391
722	1019	390
723	1020	388
724	1021	387
725	1022	385
726	1023	384
727	1024	382
728	1026	381
729	1027	380
730	1029	378
731	1030	377
732	1033	376
733	1035	375
734	1036	373
735	1037	372
736	1038	370
737	1039	369
738	1040	367
739	1041	366
740	1042	364
741	1043	362
742	1044	361
743	1045	359
744	1047	358
745	1048	357
746	1049	355
747	1050	353
748	1051	352
749	1052	350
750	1053	349
751	1054	347
752	1055	346
753	1056	344
754	1058	343
755	1059	341
756	1059	340
757	1061	338
758	1062	337
759	1063	335
760	1064	334
761	1065	332
762	1066	331
763	1067	329
764	1068	328
765	1069	326
766	1070	325
767	1071	323
768	1072	322
769	1073	320
770	1074	319
771	1076	317
772	1077	316
773	1078	315
774	1079	313
775	1081	312
776	1082	310
777	1083	309
778	1084	307
779	1085	306
780	1086	304
781	1088	303
782	1089	301
783	1091	300
784	1092	299
785	1093	297
786	1094	296
787	1095	294
788	1096	293
789	1097	291
790	1098	290
791	1099	288
792	1100	287
793	1101	285
794	1102	284
795	1103	282
796	1104	281
797	1106	280
798	1107	278
799	1108	277
800	1109	275
801	1110	274
802	1111	272
803	1112	271
804	1113	269
805	1114	268
806	1115	266
807	1116	265
808	1117	263
809	1118	262
810	1119	260
811	1121	259
812	1122	258
813	1123	256
814	1124	255
815	1126	253
816	1127	252
817	1128	251
818	1129	249
819	1130	248
820	1131	246
821	1132	245
822	1134	243
823	1136	242
824	1137	241
825	1138	239
826	1139	238
827	1140	236
828	1141	235
829	1143	234
830	1144	232
831	1145	231
832	1146	229
833	1147	228
834	1148	226
835	1150	225
836	1151	224
837	1152	222
838	1153	221
839	1154	219
840	1155	218
841	1156	217
842	1157	215
843	1158	214
844	1159	212
845	1161	211
846	1162	210
847	1166	209
848	1167	207
849	1168	206
850	1170	204
851	1171	203
852	1172	202
853	1173	200
854	1174	199
855	1175	197
856	1176	196
857	1177	194
858	1178	193
859	1180	192
860	1181	190
861	1182	189
862	1183	187
863	1184	186
864	1185	185
865	1187	183
866	1188	182
867	1189	180
868	1190	179
869	1191	178
870	1192	176
871	1193	175
872	1196	174
873	1197	172
874	1198	171
875	1199	169
876	1200	168
877	1201	166
878	1202	165
879	1204	164
880	1205	162
881	1206	161
882	1207	159
883	1208	158
884	1210	157
885	1211	155
886	1212	154
887	1213	153
888	1214	151
889	1215	150
890	1216	148
891	1217	147
892	1218	146
893	1219	144
894	1221	143
895	1222	141
896	1223	140
897	1226	139
898	1228	137
899	1229	136
900	1231	135
901	1233	133
902	1234	132
903	1235	131
904	1237	129
905	1238	128
906	1240	127
907	1242	125
908	1243	124
909	1244	123
910	1246	121
911	1248	120
912	1250	119
913	1251	117
914	1252	116
915	1254	115
916	1256	113
917	1257	112
918	1258	110
919	1259	109
920	1260	108
921	1262	106
922	1263	105
923	1264	103
924	1265	102
925	1266	101
926	1270	100
927	1272	98
928	1273	97
929	1274	95
930	1275	94
931	1276	93
932	1277	91
933	1278	90
934	1280	88
935	1281	87
936	1282	86
937	1284	84
938	1285	83
939	1287	82
940	1288	80
941	1289	79
942	1290	78
943	1292	76
944	1293	75
945	1294	73
946	1295	72
947	1296	71
948	1297	69
949	1299	68
950	1300	67
951	1301	65
952	1302	64
953	1303	62
954	1304	61
955	1306	60
956	1307	58
957	1308	57
958	1309	55
959	1310	54
960	1311	53
961	1312	51
962	1314	50
963	1315	49
964	1316	47
965	1317	46
966	1318	44
967	1319	43
968	1320	42
969	1321	40
970	1322	39
971	1324	38
972	1325	36
973	1327	35
974	1328	34
975	1330	32
976	1331	31
977	1332	29
978	1333	28
979	1335	27
980	1338	25
981	1339	24
982	1343	23
983	1345	21
984	1346	20
985	1348	19
986	1349	17
987	1350	16
988	1352	15
989	1354	13
990	1357	12
991	1359	10
992	1361	9
993	1363	8
994	1364	6
995	1366	5
996	1367	4
997	1369	2
998	1370	1
999	1373	0
